text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M
"Mieszka tam 3500 uchodźców (pomimo tego, że obóz przygotowany był dla 700 osób) - bez dostępu do wody, elektryczności i podstawowego wsparcia.",,45,1.0,3.0,3.2,2.4,1.8,1.0,1.2,3.2,0.0,0.0,0.5,0.55,0.35,0.2,0.0,0.04999999999999999,0.55
Mili goście wpadli w odwiedziny. _link_ ,twitter,45,3.0,1.0,1.0,1.6,1.0,1.2,4.2,2.4,1.0,0.5,0.0,0.0,0.15000000000000002,0.0,0.04999999999999999,0.8,0.35
"Naprawdę, wielkie farmaceutyczne korporacje są z tego świata i są narzędzia, których rząd mógłby użyć do tego, żebyśmy produkowali te leki w Polsce.",,45,1.0,1.8,3.6,1.6,1.6,1.4,1.6,3.4,0.0,0.0,0.2,0.65,0.15000000000000002,0.15000000000000002,0.09999999999999998,0.15000000000000002,0.6
"_users_ nagrany w restauracji jak z prezesem NBP ustala odwołanie wicepremiera własnego rządu, dodajmy.",twitter,45,1.0,1.0,2.6,3.2,1.4,1.0,1.6,3.0,0.0,0.0,0.0,0.4,0.55,0.09999999999999998,0.0,0.15000000000000002,0.5
A nie mówiłem? _link_ ,twitter,45,2.4,1.0,1.6,1.4,1.0,2.4,3.6,2.6,1.0,0.35,0.0,0.15000000000000002,0.09999999999999998,0.0,0.35,0.65,0.4
Nieuchronnie prowadziło to do zacofania gospodarczego i dyktatury.,,45,1.0,3.2,2.6,2.4,2.6,1.0,1.2,3.4,0.0,0.0,0.55,0.4,0.35,0.4,0.0,0.04999999999999999,0.6
"Wojsko w #Mjanma liczy na bierność reszty świata. Razem udowodnijmy im i mieszkańcom Mjanmy, że zbrodnie nie pozostaną bezkarne. ➡ Podpisz petycję: _link_ #WhatsHappeningInMyanmar _link_ ",twitter,45,1.0,2.4,3.4,1.8,2.2,2.6,1.2,3.6,0.0,0.0,0.35,0.6,0.2,0.30000000000000004,0.4,0.04999999999999999,0.65
"Polscy nacjonaliści hajlowali dzisiaj w Katowicach. Dobrze jest przerobić lekcję historii. My Ślązacy często mieliśmy dziadków w Wehrmachcie i dobrze wiemy, że takie zabawy zawsze źle się kończą. Polsko - masz przed sobą lekcje historii do nadrobienia! Nacjonalizm to zło. _link_ ",twitter,45,1.0,2.4,4.0,4.0,1.6,2.6,1.0,3.8,0.0,0.0,0.35,0.75,0.75,0.15000000000000002,0.4,0.0,0.7
"Michał Wypij, wiceprezes Porozumienia, były poseł PiS będzie w czwartek o 9.15 drugim gościem #RZECZoPOLITYCE _users_ . Pytania? _link_ ",twitter,45,1.8,1.0,1.0,1.2,1.0,1.2,3.2,1.2,0.0,0.2,0.0,0.0,0.04999999999999999,0.0,0.04999999999999999,0.55,0.04999999999999999
"Dziś oficjalny początek, jutro start nauki❗️ Okazujmy sobie wsparcie i zrozumienie - każdego dnia: rodzice dzieciom i nauczycielom, nauczyciele rodzicom i dzieciom.",,45,3.6,1.2,1.0,1.0,1.0,3.2,4.4,2.6,0.0,0.65,0.04999999999999999,0.0,0.0,0.0,0.55,0.8500000000000001,0.4
Czas na podwyżki dla nauczycielek i poważne potraktowanie usług publicznych – wszyscy na nich przecież polegamy!,,45,1.4,2.4,3.2,1.0,1.4,2.2,2.0,3.0,0.0,0.09999999999999998,0.35,0.55,0.0,0.09999999999999998,0.30000000000000004,0.25,0.5
"_users_ Też bym chciała, ale nie ma takiego kraju na świecie, co nie znaczy, że nie jest to cel, do którego trzeba świadomie zmierzać.",twitter,45,1.6,2.4,1.6,1.0,1.8,1.4,2.6,2.8,0.0,0.15000000000000002,0.35,0.15000000000000002,0.0,0.2,0.09999999999999998,0.4,0.44999999999999996
Co to za pytanie: czy za PO czy za PIS było lepiej?,youtube,45,1.0,1.0,2.8,2.0,1.0,1.0,2.0,2.4,0.0,0.0,0.0,0.44999999999999996,0.25,0.0,0.0,0.25,0.35
Ciechanów | Charytatywny turniej na rzecz Weroniki Lange | Konferencja prasowa _link_ ,twitter,45,2.8,1.0,1.0,1.0,1.0,2.4,3.8,2.2,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.35,0.7,0.30000000000000004
"Spośród wszystkich rządów w Europie najgorzej, według oficjalnych danych, radzi sobie z pandemią rząd Mateusza Morawieckiego.",twitter,45,1.0,2.0,2.8,3.0,3.0,1.2,1.4,3.4,0.0,0.0,0.25,0.44999999999999996,0.5,0.5,0.04999999999999999,0.09999999999999998,0.6
_users_ To w jakim celu podejmują uchwały dotyczące tej trasy?!!!,twitter,45,1.0,1.4,4.2,2.4,1.4,1.0,1.2,4.0,0.0,0.0,0.09999999999999998,0.8,0.35,0.09999999999999998,0.0,0.04999999999999999,0.75
Film #TylkoNieMówNikomu notuje miliony wyświetleń.,,45,2.4,1.0,1.0,1.2,1.0,2.4,3.6,2.2,0.0,0.35,0.0,0.0,0.04999999999999999,0.0,0.35,0.65,0.30000000000000004
"[Kliknij aby zobaczyć całość] ""Psinki Joanki"" __link__ Joanki",,45,2.8,1.0,1.0,1.0,1.0,1.8,3.8,2.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.2,0.7,0.25
_users_ Obraża mnie Pan porównując do siebie ale jakoś to zniosę. Wesołych!,twitter,45,1.4,1.6,3.2,3.4,1.0,2.4,1.4,3.2,3.0,0.09999999999999998,0.15000000000000002,0.55,0.6,0.0,0.35,0.09999999999999998,0.55
"Ciekawa też jestem reakcji pomorskich posłanek i posłów z rządzącej koalicji na fakt, że nasz region nie otrzymał środków z Funduszu Inwestycji Lokalnych.",,45,1.0,2.6,2.4,2.0,1.0,1.2,1.6,2.6,0.0,0.0,0.4,0.35,0.25,0.0,0.04999999999999999,0.15000000000000002,0.4
"Popełniłem takie ""przestępstwo"", że wystawiałem prace w galerii.",,45,2.0,2.0,2.4,1.8,1.2,2.2,2.2,3.4,4.0,0.25,0.25,0.35,0.2,0.04999999999999999,0.30000000000000004,0.30000000000000004,0.6
Jest także fanatyzm libkowy 💁🏻‍♀️ _link_ ,twitter,45,1.0,1.2,1.6,2.4,1.4,1.2,2.0,2.4,3.0,0.0,0.04999999999999999,0.15000000000000002,0.35,0.09999999999999998,0.04999999999999999,0.25,0.35
_users_ Masz rację. Ja źle podałem.,youtube,45,1.8,1.8,1.0,1.0,1.0,1.2,2.8,1.8,0.0,0.2,0.2,0.0,0.0,0.0,0.04999999999999999,0.44999999999999996,0.2
"Dodatkowo, dzięki stworzeniu i prowadzeniu ogródków lokalna społeczność zdobędzie wiedzę na temat dobrych praktyk rolniczych, takich jak używanie i wytwarzanie pestycydów, nawożenie, podlewanie i odpowiednie odstępy między zasiewami.",,45,2.6,1.0,1.0,1.0,1.2,2.8,4.0,2.0,0.0,0.4,0.0,0.0,0.0,0.04999999999999999,0.44999999999999996,0.75,0.25
_users_ Jak lewica weszła do Sejmu tydzień zajmowaliśmy się feminatywami. Ruch Hołowni poszedł dalej i zajmuje nas dodawaniem na poziomie podstawówki,twitter,45,1.2,1.6,3.2,3.4,1.6,2.4,1.4,3.0,5.0,0.04999999999999999,0.15000000000000002,0.55,0.6,0.15000000000000002,0.35,0.09999999999999998,0.5
Niestety przez pazerność ludzi ceny mieszkań czy to do kupna czy do wynajęcia rośnie i będzie rosło bo każdy liczy tylko swoje zyski.,youtube,45,1.0,2.4,3.6,3.0,2.0,1.0,1.0,3.6,0.0,0.0,0.35,0.65,0.5,0.25,0.0,0.0,0.65
"Wyborcza.pl Lublin opublikowała wypowiedź norweskiej ministry spraw zagranicznych, która zapowiedziała brak środków z tzw. funduszy norweskich dla gmin, które obwołały się ""wolnymi od LGBT""!",,45,1.2,1.8,1.8,2.0,1.4,1.2,2.2,2.8,0.0,0.04999999999999999,0.2,0.2,0.25,0.09999999999999998,0.04999999999999999,0.30000000000000004,0.44999999999999996
"_users_ Halina, pralki nie bierz, pranie zrobimy w mieszkaniu.",twitter,45,2.4,1.0,1.0,1.0,1.0,1.4,3.8,2.4,2.0,0.35,0.0,0.0,0.0,0.0,0.09999999999999998,0.7,0.35
YOUTUBE.COM Kryzys był starannie zaplanowany.,,45,1.0,1.4,2.2,2.4,2.4,1.0,1.6,3.0,0.0,0.0,0.09999999999999998,0.30000000000000004,0.35,0.35,0.0,0.15000000000000002,0.5
"Nie pomaga polska ulica, to pomoc dla #TrzaskowskiL4 musi nieść niemiecka zagranica!! ... Każdy, bez względu na sympatie polityczne, kto ceni sobie suwerenność Narodu Polskiego, powinien już dostrzec, że w tych wyborach suwerenność to tylko #DUDA2020 _link_ ",twitter,45,2.0,1.2,2.8,2.4,2.0,3.4,2.4,4.2,0.0,0.25,0.04999999999999999,0.44999999999999996,0.35,0.25,0.6,0.35,0.8
ty durniu a kto dzis kupuje na bazarze te czasy gdy rolnicy sprzedawali na targu juz dawno sie skonczyły,youtube,45,1.2,1.6,4.2,3.0,1.0,1.6,2.0,4.4,1.0,0.04999999999999999,0.15000000000000002,0.8,0.5,0.0,0.15000000000000002,0.25,0.8500000000000001
"Poruszające słowa o wspólnocie, solidarności i odwadze padły z ust Wołodymyra Zełenskiego.",,45,3.6,1.6,1.2,1.0,1.6,3.6,3.8,3.2,0.0,0.65,0.15000000000000002,0.04999999999999999,0.0,0.15000000000000002,0.65,0.7,0.55
"_users_ W sumie nic nadzwyczajnego, rytualne przypieprzanki:)",twitter,45,2.2,1.0,1.4,2.0,1.0,1.6,3.2,3.4,4.0,0.30000000000000004,0.0,0.09999999999999998,0.25,0.0,0.15000000000000002,0.55,0.6
Nie sądzę. _link_ ,twitter,45,1.0,1.2,2.0,1.6,1.0,1.8,2.6,2.2,0.0,0.0,0.04999999999999999,0.25,0.15000000000000002,0.0,0.2,0.4,0.30000000000000004
"SR w Dąbrowie Górniczej zdecydował o odebraniu matce 6. dzieci. Zapoznałem się osobiście z dokumentacją. Nie zgadzam się ze stanowiskiem Sądu. Spotkałem się z matką i p. Tatianą Duraj-Fert, która pilotuje sprawę. Podjąłem interwencję. Dzieci powinny być przy matce.",twitter,45,1.0,3.0,3.8,1.6,2.2,2.4,1.4,3.6,0.0,0.0,0.5,0.7,0.15000000000000002,0.30000000000000004,0.35,0.09999999999999998,0.65
"Takiego poziomu totalnej histerii jak we wpisach po podwyżkach dla posłów nie pamiętam. Opozycja popełniła koszmarny błąd. Naród jak lawa wybaczy niemal wszystko, ale paru pięćsetek przyznanych sobie- nigdy.",twitter,45,1.0,1.6,3.8,3.8,1.6,1.6,1.2,3.2,1.0,0.0,0.15000000000000002,0.7,0.7,0.15000000000000002,0.15000000000000002,0.04999999999999999,0.55
Sprawą śmierci Igora Stachowiaka zajmujemy się od samego początku – pierwszą interwencję podjęliśmy już kilka dni po zdarzeniu.,,45,1.0,2.0,1.4,1.0,1.6,2.6,2.2,2.4,0.0,0.0,0.25,0.09999999999999998,0.0,0.15000000000000002,0.4,0.30000000000000004,0.35
Twoja pomoc ma znaczenie!,,45,3.2,1.4,1.0,1.0,1.0,2.6,4.0,3.0,0.0,0.55,0.09999999999999998,0.0,0.0,0.0,0.4,0.75,0.5
"_users_ Arsenał legalnych środków politycznych jest dla opozycji ograniczony: wnioski o RBN, uchwała w sprawie wprowadzenia stanu klęski żywiołowej, itp. Może niektórzy marzą o rewolucji? To się jednak wyklucza z #siedźnadupiewdomu",twitter,45,1.2,1.2,3.4,2.6,1.4,1.2,1.4,3.6,3.0,0.04999999999999999,0.04999999999999999,0.6,0.4,0.09999999999999998,0.04999999999999999,0.09999999999999998,0.65
"Nie zdajacych sobie sprawy ze to jego pieniadze, oderwany od zeczywistosci idioci... . Za jednych i drugich żyło się kiepsko, ale za cholernej platwormy mniej sie zarabialo, ale więcej można było kupić...",youtube,45,1.0,2.6,3.6,2.4,1.6,1.2,1.6,3.8,0.0,0.0,0.4,0.65,0.35,0.15000000000000002,0.04999999999999999,0.15000000000000002,0.7
"W Ziemi Świętej bardzo źle. Koronawirus stał się największym zagrożeniem dla charedim od czasów Holokaustu. Cały ich styl życia, pobożności sprzeciwia się ograniczeniom izolacji. Chorują więc i umierają masowo. Panie, zmiłuj się nad swoim Ludem! _link_ ",twitter,45,1.0,4.4,2.0,1.0,3.4,1.0,1.2,3.6,0.0,0.0,0.8500000000000001,0.25,0.0,0.6,0.0,0.04999999999999999,0.65
"Funkcjonariusz TVP został skazany na pięć miesięcy więzienia za znieważanie policjantów i sokistów. Za znieważanie politycznych oponentów w TVP są stanowiska, kontrakty i premie.",twitter,45,1.6,1.8,3.0,3.4,1.6,1.8,1.8,3.6,1.0,0.15000000000000002,0.2,0.5,0.6,0.15000000000000002,0.2,0.2,0.65
"Nowa narracja TVPIS: w Belgii też mają problem i maseczki są tylko na receptę. Przypomina mi to tłumaczenie w szkole, że Janek też dostał pałę. #koronawirus",twitter,45,1.0,1.4,3.4,3.4,1.8,1.0,1.2,3.8,2.0,0.0,0.09999999999999998,0.6,0.6,0.2,0.0,0.04999999999999999,0.7
Eksperci typują szanse Polaków w Tokio. Zdobędziemy worek medali! _link_ ,twitter,45,4.0,1.0,1.0,1.0,1.0,4.4,5.0,3.8,0.0,0.75,0.0,0.0,0.0,0.0,0.8500000000000001,1.0,0.7
Takie cuś urodziłem. Można hejtować. Lewica zagłosowała 'za'. PO nie zagłosowała 'przeciw'. A 'Strajk Kobiet' został z 'ultimatum' jak Himilsbach z angielskim _link_ ,twitter,45,1.6,1.6,2.2,3.0,1.6,3.2,2.2,3.0,4.0,0.15000000000000002,0.15000000000000002,0.30000000000000004,0.5,0.15000000000000002,0.55,0.30000000000000004,0.5
"Ja pierrrrr te nagranie tych ""jeńców"" było już dłuższy czas wcześniej zanim ten filmik pojawił się YouTube.",youtube,45,1.0,1.4,4.6,3.8,1.4,1.2,1.0,4.4,0.0,0.0,0.09999999999999998,0.8999999999999999,0.7,0.09999999999999998,0.04999999999999999,0.0,0.8500000000000001
"Przepraszam, ile jeszcze nocnych posiedzeń musi się odbyć by Państwowa Inspekcja Pracy się tym zainteresowała? 🤔 Halo _users_ jest tam kto? _link_ ",twitter,45,1.2,1.6,3.6,3.6,1.2,1.6,1.2,3.8,1.0,0.04999999999999999,0.15000000000000002,0.65,0.65,0.04999999999999999,0.15000000000000002,0.04999999999999999,0.7
Cyberatak na kolej. Białoruś. Pisze _users_ w _users_ _link_ ,twitter,45,1.0,1.4,1.6,1.6,1.6,1.0,2.2,1.8,0.0,0.0,0.09999999999999998,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.30000000000000004,0.2
9️⃣ Wyższe dopłaty do paliwa rolniczego i ułatwienie sprzedaży bezpośredniej przez rolników - będziemy ułatwiać rolnikom dostęp z ich produktami “od pola do stołu” i skracać łańcuchy dostaw.,,45,2.6,1.6,1.8,1.0,1.4,2.8,3.6,2.6,0.0,0.4,0.15000000000000002,0.2,0.0,0.09999999999999998,0.44999999999999996,0.65,0.4
_users_ To proszę nosić dobrze,twitter,45,1.8,1.2,1.8,1.6,1.2,1.6,2.8,2.0,1.0,0.2,0.04999999999999999,0.2,0.15000000000000002,0.04999999999999999,0.15000000000000002,0.44999999999999996,0.25
"Izrael od 14 lat utrzymuje nielegalną blokadę #StrefaGazy jako karę zbiorową, co pogłębia trwający tam kryzys humanitarny. Wzywamy ONZ do zbadania naruszeń prawa międzynarodowego i rozliczenia winnych – podpisz petycję: _link_ ",twitter,45,1.0,2.0,2.6,2.4,2.4,2.4,1.8,2.8,0.0,0.0,0.25,0.4,0.35,0.35,0.35,0.2,0.44999999999999996
Lewica znów w trasie po Polsce! #BezpiecznaRodzina Spotkacie nas w tych miejscach👇🏼 _link_ ,twitter,45,3.6,1.0,1.0,1.0,1.0,3.4,4.8,3.0,0.0,0.65,0.0,0.0,0.0,0.0,0.6,0.95,0.5
_users_ Zobaczymy najbliższe dni. To komasacja danych ze świąt. Lepsza byłaby średnia krocząca.,twitter,45,1.0,1.0,1.4,1.2,1.8,1.0,2.6,2.0,0.0,0.0,0.0,0.09999999999999998,0.04999999999999999,0.2,0.0,0.4,0.25
"_users_ No i zapewne ma tylko TVP Info, więc skąd miał wiedzieć 🤷🏻‍♀️",twitter,45,1.0,1.2,2.0,2.4,1.0,1.4,1.6,3.2,4.0,0.0,0.04999999999999999,0.25,0.35,0.0,0.09999999999999998,0.15000000000000002,0.55
"Cóż czasem lepiej tak nie pomagać, bo można zaszkodzić.",,45,1.0,2.2,2.6,1.8,1.4,1.2,2.0,2.4,0.0,0.0,0.30000000000000004,0.4,0.2,0.09999999999999998,0.04999999999999999,0.25,0.35
"_users_ I _users_ to była koszmarna propaganda, a potem film PUCZ zamiast Minęła 20. Telewizja na usługach jednej partii #TVPIS do likwidacji.",twitter,45,1.0,2.2,4.0,3.8,1.2,1.2,1.2,3.6,0.0,0.0,0.30000000000000004,0.75,0.7,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.65
"Morawiecki o TVN: to nie są wolne media, to są wolne żarty _link_ ",twitter,45,1.4,1.0,2.4,2.2,1.4,1.4,2.2,2.8,1.0,0.09999999999999998,0.0,0.35,0.30000000000000004,0.09999999999999998,0.09999999999999998,0.30000000000000004,0.44999999999999996
"Rolls-Royce poinformował, że w 2019 roku zanotowała wzrost sprzedaży o 25 proc. Na dobry wynik miała wpływ duża popularność pierwszego SUV-a firmy, modelu Cullinan, który trafił na rynek w 2018 roku.",twitter,45,2.2,1.0,1.0,1.0,1.0,1.2,3.6,1.4,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.04999999999999999,0.65,0.09999999999999998
"Jesteśmy niezmiernie wdzięczni za to wyróżnienie, zwłaszcza że znaleźliśmy się w tak wartościowym gronie!",,45,5.0,1.0,1.0,1.0,1.0,4.6,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8999999999999999,1.0,0.75
"Zdecydowanym liderem rozpoznawalności platform jest Allegro – znane aż 94% Polakom, którzy przy ostatnim zakupie korzystali z internetu. Tam swoją ścieżkę zakupową rozpoczyna już 32% konsumentów i odsetek ten z roku na rok rośnie.",twitter,45,2.2,1.0,1.0,1.0,1.0,1.2,3.6,1.8,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.04999999999999999,0.65,0.2
Ale miło.,,45,3.0,1.0,1.2,1.4,1.0,1.0,3.8,2.0,1.0,0.5,0.0,0.04999999999999999,0.09999999999999998,0.0,0.0,0.7,0.25
"Nie żyje Peter Bogdanovich. Reżyser ""Ostatniego seansu filmowego"" miał 82 lata _link_ ",twitter,46,1.0,2.8,1.0,1.0,1.0,1.0,2.0,1.8,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.25,0.2
Europoseł _users_ odpowiedział na nasze pytanie wyjaśniając dlaczego nie poparł rezolucji Parlamentu Europejskiego #PE ws. praw osób #LGBT i tęczowych rodzin. Jak oceniacie to wyjaśnienie? _link_ ,twitter,46,1.0,1.4,2.0,1.4,1.0,1.2,2.4,2.0,0.0,0.0,0.09999999999999998,0.25,0.09999999999999998,0.0,0.04999999999999999,0.35,0.25
"_users_ Głosowałem tak jak zapowiadałem w mediach i tak jak powiedziałem samemu posłowi Wróblewskiemu. Trzymam się mocno zasady, mówiącej, że czynny parlamentarzysta nie może zostać RPO.",twitter,46,1.0,1.2,1.6,1.2,1.0,2.2,2.6,2.2,0.0,0.0,0.04999999999999999,0.15000000000000002,0.04999999999999999,0.0,0.30000000000000004,0.4,0.30000000000000004
✅ Rejestrujcie swój udział __link__ nadal nie wiemy o więzieniach CIA w Polsce.,,46,1.6,1.2,1.2,1.4,2.0,1.0,2.6,2.6,0.0,0.15000000000000002,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.25,0.0,0.4,0.4
"♥️ Bądźmy, bawmy się, tańczmy!",,46,4.8,1.0,1.0,1.0,1.0,1.8,5.0,4.0,0.0,0.95,0.0,0.0,0.0,0.0,0.2,1.0,0.75
_users_ To prawda. Widziałam gdzieś dozownik płynu odkażającego przy klamce a nie przy umywalce,twitter,46,1.0,1.4,1.6,1.2,1.0,1.2,2.8,1.8,0.0,0.0,0.09999999999999998,0.15000000000000002,0.04999999999999999,0.0,0.04999999999999999,0.44999999999999996,0.2
"Na drugim miejscu znajduje się produkcja wyrobów farmaceutycznych oraz leków. Najmniej innowacyjne w Polsce są firmy zajmujące się produkcją odzieży (21,6 proc. przedsiębiorstw odzieżowych wdrożyło innowacje).",twitter,46,1.4,1.0,1.0,1.0,1.0,1.0,3.2,1.8,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.55,0.2
"🏳️‍🌈 ""Stoję za Wami moi tęczowi bracia i siostry murem"" - powiedział dzisiaj w Europarlamencie Łukasz Kohut.",,46,3.2,1.0,1.0,1.0,1.0,3.4,4.2,2.6,0.0,0.55,0.0,0.0,0.0,0.0,0.6,0.8,0.4
"Nieodrodny syn Kraju Rad krasawicy w łoże wpadł... Wiele miesięcy on ćwiczył miał blisko, wpadł...rozdziewiczył.",youtube,46,1.2,1.0,1.6,1.2,1.0,1.0,2.6,2.4,3.0,0.04999999999999999,0.0,0.15000000000000002,0.04999999999999999,0.0,0.0,0.4,0.35
To była pierwsza taka kampania społeczna w Polsce!,,46,3.4,1.0,1.0,1.0,1.0,3.6,4.4,3.4,0.0,0.6,0.0,0.0,0.0,0.0,0.65,0.8500000000000001,0.6
"To rzuca nowe światło na tutejsze ""Fame MMA"" _link_ ",twitter,46,1.0,1.0,1.2,1.8,1.0,1.0,2.6,1.8,0.0,0.0,0.0,0.04999999999999999,0.2,0.0,0.0,0.4,0.2
"Mamy ze sobą ulotki kandydackie, z których możecie dowiedzieć się więcej o postulatach naszych kandydatów.",,46,1.4,1.0,1.0,1.0,1.0,1.8,3.4,1.4,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.2,0.6,0.09999999999999998
Spielberg przekazał 1 mln dol. na pomoc dla Ukrainy. W tym na dwie polskie organizacje _link_ ,twitter,46,2.8,1.2,1.0,1.0,1.0,1.4,3.8,2.4,0.0,0.44999999999999996,0.04999999999999999,0.0,0.0,0.0,0.09999999999999998,0.7,0.35
"W Kijowie coraz częściej słychać wybuchy dochodzące z walk, które toczą się kilkadziesiąt kilometrów od stolicy Ukrainy.",twitter,46,1.0,1.8,1.0,1.0,3.0,1.0,2.0,2.6,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.25,0.4
Ale przecież lubiących ten profil jest przeszło 260 tysięcy!,,46,3.6,1.0,1.0,1.0,1.0,2.6,4.2,3.4,0.0,0.65,0.0,0.0,0.0,0.0,0.4,0.8,0.6
"_users_ Dziękuję, bardzo mi miło!🌷",twitter,46,4.4,1.0,1.0,1.0,1.0,1.8,4.8,3.4,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.2,0.95,0.6
"_users_ Absurd goni absurd, Jak był Pan chory na Covid 19 dlaczego ograniczył swoją wolność i położył się do szpitala. Mógł Pan odmówić w imię wolności.",twitter,46,1.0,1.2,3.6,2.6,1.0,1.0,1.6,3.2,4.0,0.0,0.04999999999999999,0.65,0.4,0.0,0.0,0.15000000000000002,0.55
"To powinno dać do myślenia wszelkim prawicowym zwolennikom „polityki historycznej”, rozumianej jako np. jeżdżenie w innych krajach z bilbordami „German Death Camps” czy promowaniem pamięci o Polakach ratujących Żydów. Prawie nikogo to nie interesuje, a wywołuje zbędne nam spory.",twitter,46,1.0,2.2,3.4,1.4,1.0,1.0,1.4,3.2,0.0,0.0,0.30000000000000004,0.6,0.09999999999999998,0.0,0.0,0.09999999999999998,0.55
"Sklepy internetowe już wydają na pozyskanie klienta nawet połowę marży, a będą jeszcze więcej. Zaostrza się konkurencja na rynku rosnącym w dwucyfrowym tempie",twitter,46,1.2,1.6,1.2,1.2,1.8,1.2,2.8,2.2,0.0,0.04999999999999999,0.15000000000000002,0.04999999999999999,0.04999999999999999,0.2,0.04999999999999999,0.44999999999999996,0.30000000000000004
"Jaki CIT płacą sieci handlowe? Podatek dochodowy za 2020- według stanu na 1 grudnia 2021 r. : 1) Jeronimo Martins Polska S.A. 676 956 660 zł, 2) Eurocash S.A. 44 404 685 zł, 3) Auchan Polska sp. z o.o. 29 225 456 zł, 4) Rossman SD Polska sp. z o.o. 176 727 259 zł,",twitter,46,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.09999999999999998
➡️Początek - godz. 12:00,,46,1.4,1.0,1.0,1.0,1.0,1.0,3.4,1.6,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002
"Jeśli są jakieś problemy, to oczywiście wyniesione z domów.",,46,1.0,2.0,2.2,2.0,1.0,1.2,2.0,2.8,0.0,0.0,0.25,0.30000000000000004,0.25,0.0,0.04999999999999999,0.25,0.44999999999999996
"DETAL: Banany 1 kg na wagę 5,25 Cytryny 1 kg na wagę 7,11 Pomarańcze 1 kg na wagę 5,46 Jabłka polskie na wagę 1 kg 2,97 Pomidory na wagę 1 kg 12,37 Papryka czerwona 1 kg na wagę 14,40 Ziemniaki na wagę 1 kg 2,17 Pieczarki 1 kg na wagę 9,99",twitter,46,1.0,1.4,1.0,1.0,1.2,1.0,2.8,1.4,0.0,0.0,0.09999999999999998,0.0,0.0,0.04999999999999999,0.0,0.44999999999999996,0.09999999999999998
"Ten Soboń, to taki nowy Sasin? #Turów",twitter,46,1.2,1.0,2.2,1.6,1.0,1.0,2.2,2.2,3.0,0.04999999999999999,0.0,0.30000000000000004,0.15000000000000002,0.0,0.0,0.30000000000000004,0.30000000000000004
Zróbcie ją!,,46,2.6,1.0,1.2,1.0,1.0,1.8,3.6,3.6,0.0,0.4,0.0,0.04999999999999999,0.0,0.0,0.2,0.65,0.65
"Zbierajcie chrust, ocieplajcie domy, mniej jedzcie i zaciskajcie zęby.",,46,1.0,2.0,3.0,1.8,1.8,1.0,1.6,2.8,3.0,0.0,0.25,0.5,0.2,0.2,0.0,0.15000000000000002,0.44999999999999996
#DEBATADNIA _users_ o 19.50 przede wszystkim o propozycji marszałek _users_ wobec opozycji ws. #COVID19 _link_ ,twitter,46,1.4,1.0,1.0,1.0,1.0,1.0,3.4,1.8,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.6,0.2
"🇵🇱 ""Wywieszam biało - czerwoną flagę, bo mamy Święto Flagi i święto pierwszej europejskiej Konstytucji 3 Maja.""",,46,2.8,1.0,1.0,1.0,1.0,3.6,4.0,3.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.65,0.75,0.5
"Sasin wie? Minister rozwoju o cenach energii: Jeżeli zabierzemy jakiejś spółce, to ona nie wybuduje farmy wiatrowej",twitter,46,1.0,1.4,2.2,1.4,1.4,1.0,2.6,2.6,1.0,0.0,0.09999999999999998,0.30000000000000004,0.09999999999999998,0.09999999999999998,0.0,0.4,0.4
"Serdeczne podziękowania dla Przyjaciół i Partnerów Polski, którzy na mój adres i adres Izby Polska Azja przysłali życzenia z Okazji naszego Święta Narodowego _link_ ",twitter,46,3.8,1.0,1.0,1.0,1.0,2.2,4.6,2.6,0.0,0.7,0.0,0.0,0.0,0.0,0.30000000000000004,0.8999999999999999,0.4
A ja idę zaktualizować bazę wirusów już w ten czwartek na Stadion Miejski przy Bułgarskiej.,,46,1.6,1.0,1.2,1.0,1.0,1.4,3.4,2.4,1.0,0.15000000000000002,0.0,0.04999999999999999,0.0,0.0,0.09999999999999998,0.6,0.35
